ID;NAMA;DUSUN;DESA;KECAMATAN;JENIS;STATUS;POTENSI;X;Y;SURVEYOR;REFERENSI
1;Bodeh;;;;Vertikal;Unexplored;;474047;9110162;BCRA;Ground Water Resource 82-83
2;Ceblok;;;;Vertikal;Mapped;Hidrologi;461559;9112875;BCRA;Ground Water Resource 82-83
3;Goplak;;;;Vertikal;Mapped;;453978;9106899;BCRA;Ground Water Resource 82-83
4;Karangwetan;;;;Horisontal;Visited;;451562;9109970;BCRA;Ground Water Resource 82-83
5;Bendo;;;;Vertikal;Unexplored;;466098;9111714;BCRA;Ground Water Resource 82-83
6;Karang;;;;Vertikal;Unexplored;;465753;9111309;BCRA;Ground Water Resource 82-83
7;Karanglampar;;;;Vertikal;Unexplored;;466032;9111484;BCRA;Ground Water Resource 82-83
8;Jurangjero;;;;Vertikal;Mapped;Hidrologi;466983;9111077;BCRA;Ground Water Resource 82-83
9;Kenteng;;;;Vertikal;Mapped;;462177;9100273;BCRA;Ground Water Resource 82-83
10;Jomblang;;;;Vertikal;Mapped;;461626;9103241;BCRA;Ground Water Resource 82-83
11;Song Gupit;;;;Vertikal;Visited;;461048;9103836;BCRA;Ground Water Resource 82-83
12;Sumbring;;;;Vertikal;Visited;;461349;9104836;BCRA;Ground Water Resource 82-83
13;Balong U;;;;Vertikal;Visited;Hidrologi;461078;9103150;BCRA;Ground Water Resource 82-83
14;Balong B;;;;Vertikal;Visited;;461220;9102983;BCRA;Ground Water Resource 82-83
15;Sumberejo;;;;Vertikal;Visited;;461334;9102742;BCRA;Ground Water Resource 82-83
16;Blekonang;;;;Vertikal;Mapped;;460843;9102502;BCRA;Ground Water Resource 82-83
17;Gesik;;;;Vertikal;Visited;;460370;9103022;BCRA;Ground Water Resource 82-83
18;Bentar;;;;Vertikal;Visited;;459915;9107847;BCRA;Ground Water Resource 82-83
19;Ngrapah;;;;Horisontal;Visited;;458954;9107728;BCRA;Ground Water Resource 82-83
20;Glesung;;;;Vertikal;Mapped;;458787;9111233;BCRA;Ground Water Resource 82-83
21;Jomblang;;;;Vertikal;Unexplored;;458094;9111154;BCRA;Ground Water Resource 82-83
22;Macanmati;;;;Vertikal;Unexplored;;457506;9111075;BCRA;Ground Water Resource 82-83
23;Nglibeng;;;;Vertikal;Visited;;456486;9106637;BCRA;Ground Water Resource 82-83
24;Kerwo;;;;Vertikal;Visited;;457454;9106290;BCRA;Ground Water Resource 82-83
25;Jomblang;;;;Vertikal;Visited;;457588;9105807;BCRA;Ground Water Resource 82-83
26;Jurug;;;;Horisontal;Visited;;456675;9107470;BCRA;Ground Water Resource 82-83
27;Karang;;;;Vertikal;Visited;;457410;9105104;BCRA;Ground Water Resource 82-83
28;Tabuhan;;;;Vertikal;Mapped;Hidrologi;457522;9108246;BCRA;Ground Water Resource 82-83
29;Soroiten;;;;Vertikal;Visited;;454462;9110712;BCRA;Ground Water Resource 82-83
30;Krinjing;;;;Vertikal;Mapped;;453729;9110732;BCRA;Ground Water Resource 82-83
31;Gowah;;;;Vertikal;Mapped;;453545;9110738;BCRA;Ground Water Resource 82-83
32;Tlogodadi;;;;Vertikal;Visited;;452494;9108126;BCRA;Ground Water Resource 82-83
33;Setro;;;;Vertikal;Mapped;;452446;9105996;BCRA;Ground Water Resource 82-83
34;Katok;;;;Vertikal;Visited;;452517;9104938;BCRA;Ground Water Resource 82-83
35;Jowa;;;;Vertikal;Visited;;451582;9104959;BCRA;Ground Water Resource 82-83
36;Ngegong;;;;Vertikal;Visited;;451143;9102671;BCRA;Ground Water Resource 82-83
37;Lebak Bareng;;;;Vertikal;Mapped;Hidrologi;452694;9108498;BCRA;Ground Water Resource 82-83
38;Bamban;;;;Vertikal;Visited;;452839;9108662;BCRA;Ground Water Resource 82-83
39;Tlogolaran;;;;Vertikal;Visited;;451072;9109346;BCRA;Ground Water Resource 82-83
40;Mbires;;;;Vertikal;Visited;;451395;9107367;BCRA;Ground Water Resource 82-83
41;Gelap;;;;Vertikal;Visited;;461448;9112404;BCRA;Ground Water Resource 82-83
42;Ngoro-oro ciut;;;;Vertikal;Visited;;450802;9107192;BCRA;Ground Water Resource 82-83
43;Bawongan;;;;Vertikal;Visited;;449855;9107371;BCRA;Ground Water Resource 82-83
44;Tritis;;;;Horisontal;Unexplored;Tourisme;451410;9106136;BCRA;Ground Water Resource 82-83
45;Gunung Beteng;;;;Vertikal;Visited;;460826;9110575;BCRA;Ground Water Resource 82-83
46;Puring;;;;Vertikal;Visited;;459674;9110741;BCRA;Ground Water Resource 82-83
47;Bawahan;;;;Vertikal;Visited;;459956;9109743;BCRA;Ground Water Resource 82-83
48;Buhputih;;;;Vertikal;Mapped;Hidrologi;464462;9108264;BCRA;Ground Water Resource 82-83
49;Sindon;;;;Vertikal;Mapped;Hidrologi;464031;9111456;BCRA;Ground Water Resource 82-83
50;Ledok;;;;Vertikal;Visited;;463475;9110262;BCRA;Ground Water Resource 82-83
51;Tong Pocot;;;;Vertikal;Mapped;Hidrologi;463119;9109451;BCRA;Ground Water Resource 82-83
52;Ledok;;;;Vertikal;Unexplored;;473779;9110086;BCRA;Ground Water Resource 82-83
53;Cahkeri;;;;Vertikal;Unexplored;;473398;9110789;BCRA;Ground Water Resource 82-83
54;Jumbleng;;;;Vertikal;Visited;;474611;9103510;BCRA;Ground Water Resource 82-83
55;Gading;;;;Vertikal;Mapped;;475375;9103702;BCRA;Ground Water Resource 82-83
56;Sirik;;;;Vertikal;Visited;;474460;9104316;BCRA;Ground Water Resource 82-83
57;Sawah;;;;Vertikal;Visited;;472532;9107743;BCRA;Ground Water Resource 82-83
58;Sruput;;;;Vertikal;Visited;;471783;9107974;BCRA;Ground Water Resource 82-83
59;Blunyah;;;;Horisontal;Visited;;471402;9108480;BCRA;Ground Water Resource 82-83
60;Kalen;;;;Horisontal;Visited;;470417;9109063;BCRA;Ground Water Resource 82-83
61;Ombo;;;;Vertikal;Unexplored;;472603;9111788;BCRA;Ground Water Resource 82-83
62;Sawah;;;;Vertikal;Unexplored;;471766;9111209;BCRA;Ground Water Resource 82-83
63;Semuluh;;;;Horisontal;Mapped;Hidrologi;464552;9113921;BCRA;Ground Water Resource 82-83
64;Towati;;;;Vertikal;Visited;;469125;9106928;BCRA;Ground Water Resource 82-83
65;Sumur;;;;Vertikal;Mapped;Hidrologi;469247;9103753;BCRA;Ground Water Resource 82-83
66;Jurangjero;;;;Vertikal;Unexplored;;468747;9103680;BCRA;Ground Water Resource 82-83
67;Ngandong;;;;Vertikal;Unexplored;;468632;9104227;BCRA;Ground Water Resource 82-83
68;Ngimbes;;;;Vertikal;Unexplored;;468292;9104218;BCRA;Ground Water Resource 82-83
69;Kluwangan;;;;Vertikal;Visited;;469252;9101279;BCRA;Ground Water Resource 82-83
70;Glaragahumbo;;;;Vertikal;Visited;;469486;9100085;BCRA;Ground Water Resource 82-83
71;Sirih;;;;Vertikal;Visited;;468035;9100587;BCRA;Ground Water Resource 82-83
72;Pucang;;;;Vertikal;Visited;;468717;9099362;BCRA;Ground Water Resource 82-83
73;Kenteng;;;;Vertikal;Visited;;468020;9098280;BCRA;Ground Water Resource 82-83
74;Gondang;;;;Vertikal;Visited;;468235;9099789;BCRA;Ground Water Resource 82-83
75;Wates;;Girisekar;Panggang;Vertikal;Unexplored;;441968;9111820;BCRA;Ground Water Resource 82-83
76;Ngurik;;Girimulyo;Panggang;Vertikal;Unexplored;;438793;9112604;BCRA;Ground Water Resource 82-83
77;Legundi;;Girimulyo;Panggang;Vertikal;Visited;;437857;9111542;BCRA;Ground Water Resource 82-83
78;Soga/ Jurang omah;Wintaos;Girimulyo;Panggang;Vertikal;Mapped;Hidrologi;437672;9110820;BCRA;Ground Water Resource 82-83
79;Bledok;;Girimulyo;Panggang;Vertikal;Mapped;;437172;9110910;Sekber 95;Ground Water Resource 82-83
80;Ngrejek;;;;Vertikal;Mapped;;450065;9109754;BCRA;Ground Water Resource 82-83
81;Ngowe-owe;;;;Horisontal;Mapped;Hidrologi;449572;9110303;BCRA;Ground Water Resource 82-83
82;Ngegab;;;;Horisontal;Visited;;449312;9109024;BCRA;Ground Water Resource 82-83
83;Gondang;;;;Vertikal;Mapped;;450013;9108893;BCRA;Ground Water Resource 82-83
84;Trecep;;;;Vertikal;Mapped;;448605;9107700;BCRA;Ground Water Resource 82-83
85;Kenongo;;;;Horisontal;Mapped;;449204;9107753;BCRA;Ground Water Resource 82-83
86;Bobak;;;;Vertikal;Visited;;448946;9106630;BCRA;Ground Water Resource 82-83
87;Klepu;;;;Vertikal;Visited;;449089;9105178;BCRA;Ground Water Resource 82-83
88;Jomblang;;;;Vertikal;Visited;;447659;9105657;BCRA;Ground Water Resource 82-83
89;Santen;;Kanigoro;Saptosari;Vertikal;Visited;;444905;9105637;BCRA;Ground Water Resource 82-83
90;Klumpit;;Kanigoro;Saptosari;Vertikal;Visited;;444203;9105614;BCRA;Ground Water Resource 82-83
91;Klumpit;;Kanigoro;Saptosari;Horisontal;Visited;;443806;9105652;BCRA;Ground Water Resource 82-83
92;Banteng;;Kanigoro;Saptosari;Vertikal;Mapped;;443360;9105678;BCRA;Ground Water Resource 82-83
93;Karang;;;;Vertikal;Mapped;;450147;9104786;BCRA;Ground Water Resource 82-83
94;Tlempek;;;;Vertikal;Visited;;450554;9104451;BCRA;Ground Water Resource 82-83
95;Kuang;;Krambilsa;Paliyan;Vertikal;Visited;;442710;9107365;BCRA;Ground Water Resource 82-83
96;Jurug;;;;Horisontal;Visited;;458484;9113617;BCRA;Ground Water Resource 82-83
97;Glendu;;;;Horisontal;Mapped;;459221;9113922;BCRA;Ground Water Resource 82-83
98;Kebo;;;;Vertikal;Visited;;458060;9113069;BCRA;Ground Water Resource 82-83
99;Bedesan;;;;Vertikal;Mapped;Hidrologi;457391;9112303;BCRA;Ground Water Resource 82-83
100;Gedilan;;;;Vertikal;Mapped;;457737;9112664;BCRA;Ground Water Resource 82-83
101;Jero;;;;Vertikal;Mapped;;461377;9108830;BCRA;Ground Water Resource 82-83
102;Pendul;;;;Vertikal;Visited;;460474;9107791;BCRA;Ground Water Resource 82-83
103;Wuluh;;;;Vertikal;Visited;;462477;9106449;BCRA;Ground Water Resource 82-83
104;Ngepoh;;;;Vertikal;Mapped;;463208;9105369;BCRA;Ground Water Resource 82-83
105;Toar;;;;Vertikal;Visited;;462653;9104490;BCRA;Ground Water Resource 82-83
106;Besole;;;;Vertikal;Visited;;463033;9103275;BCRA;Ground Water Resource 82-83
107;Puleireng;;;;Vertikal;Mapped;;459699;9103422;BCRA;Ground Water Resource 82-83
108;Mundu;;;;Vertikal;Visited;;462996;9103035;BCRA;Ground Water Resource 82-83
109;Ledok;;;;Vertikal;Visited;;462531;9103907;BCRA;Ground Water Resource 82-83
110;Gebang;;;;Vertikal;Visited;;463758;9104525;BCRA;Ground Water Resource 82-83
111;Penangson;;;;Horisontal;Visited;;466168;9115913;BCRA;Ground Water Resource 82-83
112;Ngrijing/ Kongkang;;;;Vertikal;Visited;;469305;9112420;BCRA;Ground Water Resource 82-83
113;Grigak;;;;Vertikal;Visited;;470045;9110752;BCRA;Ground Water Resource 82-83
114;Jalak Bromo;;;;Vertikal;Mapped;;468422;9106545;BCRA;Ground Water Resource 82-83
115;Nglampeng;;;;Vertikal;Visited;;469446;9108517;BCRA;Ground Water Resource 82-83
116;Pucung;;;;Vertikal;Unexplored;;472787;9108707;BCRA;Ground Water Resource 82-83
117;Jambu;;;;Vertikal;Visited;;472351;9108828;BCRA;Ground Water Resource 82-83
118;Nujo;;;;Vertikal;Unexplored;;473052;9110449;BCRA;Ground Water Resource 82-83
119;Jarak;;;;Vertikal;Unexplored;;473512;9106372;BCRA;Ground Water Resource 82-83
120;Gedawing;;;;Vertikal;Unexplored;;458959;9112464;BCRA;Ground Water Resource 82-83
121;Cabe;;;;Vertikal;Unexplored;;458710;9112454;BCRA;Ground Water Resource 82-83
122;Bleron;;Giriharjo;Panggang;Vertikal;Mapped;Hidrologi;436961;9114128;BCRA;Ground Water Resource 82-83
123;Sentul;;Kanigoro;Krambilsawit;Vertikal;Mapped;Hidrologi;445585;9104083;BCRA;Ground Water Resource 82-83
124;Tjabe;;;;Vertikal;Visited;;459183;9106230;BCRA;Ground Water Resource 82-83
125;Bandung;;;;Vertikal;Unexplored;;449379;9111992;BCRA;Ground Water Resource 82-83
126;Sodong;;;;Horisontal;Mapped;Hidrologi;475968;9111101;BCRA;Ground Water Resource 82-83
127;Song Gilap;;;;Horisontal;Visited;;475445;9110050;BCRA;Ground Water Resource 82-83
128;Watugajah;;;;Vertikal;Visited;;472443;9104740;BCRA;Ground Water Resource 82-83
129;Buh Kidul;;;;Vertikal;Visited;;472601;9103245;BCRA;Ground Water Resource 82-83
130;Gandek;;;;Vertikal;Mapped;;472403;9103051;BCRA;Ground Water Resource 82-83
131;Jurug Watu;;;;Vertikal;Visited;;457356;9103566;BCRA;Ground Water Resource 82-83
132;Ngirowari;;;;Vertikal;Visited;;457299;9103955;BCRA;Ground Water Resource 82-83
133;Gupakwarak;;;;Vertikal;Visited;;452703;9101732;BCRA;Ground Water Resource 82-83
134;Blubug;;;;Vertikal;Visited;;457514;9107008;BCRA;Ground Water Resource 82-83
135;Tirisan;;;;Vertikal;Visited;;459703;9107562;BCRA;Ground Water Resource 82-83
136;Mojing;;;;Vertikal;Visited;;460524;9106255;BCRA;Ground Water Resource 82-83
137;Branjang I;;;;Vertikal;Visited;;458660;9103396;BCRA;Ground Water Resource 82-83
138;Branjang II;;;;Vertikal;Visited;;458584;9103600;BCRA;Ground Water Resource 82-83
139;Bete;;;;Vertikal;Visited;;477872;9109134;BCRA;Ground Water Resource 82-83
140;Gadjah;;;;Vertikal;Visited;;477872;9108795;BCRA;Ground Water Resource 82-83
141;Sodong;;Giriwungu;Panggang;Sumber;Visited;;436046;9112984;BCRA;Ground Water Resource 82-83
142;Sungai Besar;;Giriharjo;Panggang;Sumber;Visited;Hidrologi;435839;9113727;BCRA;Ground Water Resource 82-83
143;Ngrenean;;Kanigoro;Saptosari;Sumber;Visited;Hidrologi;446360;9102457;BCRA;Ground Water Resource 82-83
144;Puniran;;;;Vertikal;Mapped;;462837;9110965;BCRA;Ground Water Resource 82-83
145;Kamal;;;;Vertikal;Mapped;;453359;9113347;BCRA;Ground Water Resource 82-83
146;Towati;;;;Vertikal;Mapped;;452774;9111486;BCRA;Ground Water Resource 82-83
147;Setro;;;;Vertikal;Visited;;453938;9112245;BCRA;Ground Water Resource 82-83
148;Gempal;;;;Vertikal;Visited;;460727;9109456;BCRA;Ground Water Resource 82-83
149;NN 6;;;;NC;Unexplored;;460662;9108678;BCRA;Ground Water Resource 82-83
150;NN 7;;;;NC;Unexplored;;461122;9107877;BCRA;Ground Water Resource 82-83
151;NN 8;;;;NC;Unexplored;;462070;9108752;BCRA;Ground Water Resource 82-83
152;Bendo;;;;Vertikal;Visited;;465826;9113809;BCRA;Ground Water Resource 82-83
153;Lebuh;;;;Vertikal;Visited;;467817;9112928;BCRA;Ground Water Resource 82-83
154;Sapen;;;;Vertikal;Mapped;Hidrologi;476102;9110892;BCRA;Ground Water Resource 82-83
155;Kajubang;;Krambilsa;Paliyan;Horisontal;Visited;;442331;9107537;BCRA;Ground Water Resource 82-83
156;Pringwulong;;Ngloro;Saptosari;Vertikal;Visited;;443286;9108469;BCRA;Ground Water Resource 82-83
157;Ngampal;;Kanigoro;Saptosari;Vertikal;Visited;;445831;9105665;BCRA;Ground Water Resource 82-83
158;Telogo Teki;;Ngloro;Saptosari;Horisontal;Visited;;443985;9110271;BCRA;Ground Water Resource 82-83
159;Ngreneng;;;Semanu;Horisontal;Mapped;Hidrologi;463782;9113101;BCRA;Ground Water Resource 82-83
160;Toto;;;Semanu;Horisontal;Mapped;Hidrologi;462008;9113887;BCRA;Ground Water Resource 82-83
161;Kledokan;;;;Horisontal;Mapped;Hidrologi;463896;9106380;BCRA;Ground Water Resource 82-83
162;Jomblang;;;;Horisontal;Mapped;Hidrologi;473299;9115766;BCRA;Ground Water Resource 82-83
163;Ngingrong;;;Semanu;Horisontal;Mapped;;454966;9112363;BCRA;Ground Water Resource 82-83
164;Ngiratan;;;;Vertikal;Mapped;Hidrologi;463975;9105853;BCRA;Ground Water Resource 82-83
165;Sumelap;;;;Vertikal;Mapped;Hidrologi;464018;9106676;BCRA;Ground Water Resource 82-83
166;Pozo;;;;Horisontal;Unexplored;;463827;9107257;BCRA;Ground Water Resource 82-83
167;Tritis;;;;Horisontal;Visited;;453722;9107252;BCRA;Ground Water Resource 82-83
168;Jomblang;;;;Vertikal;Mapped;;462387;9101211;BCRA;Ground Water Resource 82-83
169;Buri Omah;;;Semanu;Horisontal;Mapped;Hidrologi;459723;9114261;BCRA;Ground Water Resource 82-83
170;Ngelo;;;;Vertikal;Visited;;462673;9103712;BCRA;Ground Water Resource 82-83
171;Bohol;;;;Vertikal;Mapped;;471622;9101756;BCRA;Ground Water Resource 82-83
172;Daren;;;;Vertikal;Mapped;;474270;9099795;BCRA;Ground Water Resource 82-83
173;Bribin;;;Semanu;Horisontal;Mapped;Hidrologi;464646;9111531;BCRA;Ground Water Resource 82-83
174;Sodong;;;Semanu;Horisontal;Mapped;Hidrologi;468193;9109122;BCRA;Ground Water Resource 82-83
175;Gilap;;;Ponjong;Horisontal;Mapped;Hidrologi;473035;9119231;BCRA;Ground Water Resource 82-83
176;Serpeng I;;;Semanu;Vertikal;Visited;;456050;9112745;BCRA;Ground Water Resource 82-83
177;Serpeng II;;;Semanu;Vertikal;Mapped;Hidrologi;455871;9112600;BCRA;Ground Water Resource 82-83
178;Slili;;;Tepus;Sumber;Visited;Hidrologi;456400;9099611;BCRA;Ground Water Resource 82-83
179;Sundak;;;Tepus;Sumber;Visited;Hidrologi;456769;9099527;BCRA;Ground Water Resource 82-83
180;Baron;;;Tepus;Sumber;Visited;Hidrologi;450133;9101616;BCRA;Ground Water Resource 82-83
181;Ngobaran;;Kanigoro;Saptosari;Sumber;Visited;Hidrologi;445428;9102618;BCRA;Ground Water Resource 82-83
182;Song Tawing;;;;Horisontal;Mapped;Hidrologi;460398;9112187;BCRA;Ground Water Resource 82-83
183;Grubug;;;Semanu;Vertikal;Mapped;Hidrologi;460073;9112846;BCRA;Ground Water Resource 82-83
184;Kenteng;;;Ponjong;Vertikal;Visited;;473324;9106614;BCRA;Ground Water Resource 82-83
185;Gunung Bolong;;;;Vertikal;Unexplored;;459593;9112562;BCRA;Ground Water Resource 82-83
186;Ngluweng;;;;Vertikal;Unexplored;;470973;9104315;BCRA;Ground Water Resource 82-83
187;Pengangson;;Girikerto;Panggang;Vertikal;Mapped;;437614;9107450;BCRA;Ground Water Resource 82-83
188;Glagah;;Giriwungu;Panggang;Vertikal;Mapped;;437665;9108667;BCRA;Ground Water Resource 82-83
189;Macanmati/ Watukebo;;Girisekar;Panggang;Vertikal;Mapped;;439638;9110605;BCRA;Ground Water Resource 82-83
190;Seropan;;Serpeng;Semanu;Vertikal;Mapped;;457627;9111941;BCRA;Ground Water Resource 82-83
191;Besole;;Girikerto;Panggang;Vertikal;Visited;;437857;9108106;BCRA;Ground Water Resource 82-83
192;Ponjong;;;;Sumber;Visited;;468422;9117794;BCRA;Ground Water Resource 82-83
193;Jati;;;;Vertikal;Mapped;;471616;9113193;BCRA;Ground Water Resource 82-83
194;Pracimantoro;;;;Sumber;Visited;;478709;9109637;BCRA;Ground Water Resource 82-83
195;Gembuk;;;;Vertikal;Visited;;475341;9105928;BCRA;Ground Water Resource 82-83
196;Piyuyon;;;;Sumber;Visited;;477414;9094860;BCRA;Ground Water Resource 82-83
197;Bendungan;;;;Horisontal;Mapped;;469511;9109723;BCRA;Ground Water Resource 82-83
198;NN 11;;;;AF;Visited;;462336;9102193;BCRA;Ground Water Resource 82-83
199;Kambil Ketil;Gendungan;Giripurwo;Purwosari;Vertikal;Visited;;435046;9112853;BCRA;Ground Water Resource 82-83
200;Wediwutoh;;;Semanu;Vertikal;Visited;;463681;9113693;BCRA;Ground Water Resource 82-83
201;Jurang;;;Semanu;Vertikal;Visited;;463346;9113189;BCRA;Ground Water Resource 82-83
202;Suci;;;Semanu;Horisontal;Mapped;;460147;9114764;BCRA;Ground Water Resource 82-83
203;NN 13;;;;Horisontal;Visited;;458684;9114219;BCRA;Ground Water Resource 82-83
204;NN 14;;;;Vertikal;Visited;;457489;9113959;BCRA;Ground Water Resource 82-83
205;NN 15;;;;Vertikal;Mapped;;457538;9111755;BCRA;Ground Water Resource 82-83
206;Suru;;;;Vertikal;Mapped;;457940;9111995;BCRA;Ground Water Resource 82-83
207;Song Dangal;;;;Horisontal;Visited;;459482;9111959;BCRA;Ground Water Resource 82-83
208;NN 18;;;;Horisontal;Visited;;459607;9110994;BCRA;Ground Water Resource 82-83
209;Serpeng;;;Semanu;Vertikal;Visited;;456296;9112659;BCRA;Ground Water Resource 82-83
210;Banteng;;;;Vertikal;Visited;;452318;9112262;BCRA;Ground Water Resource 82-83
211;Sumurup;;;Paliyan;Horisontal;Mapped;;451993;9112013;BCRA;Ground Water Resource 82-83
212;NN 19;;;;Vertikal;Unexplored;;450761;9113092;BCRA;Ground Water Resource 82-83
213;Grengseng;;;;Horisontal;Visited;;453696;9105983;BCRA;Ground Water Resource 82-83
214;Batangan;;;;Vertikal;Visited;;451156;9106696;BCRA;Ground Water Resource 82-83
215;Jero;;;;Vertikal;Mapped;;450061;9106415;BCRA;Ground Water Resource 82-83
216;Sapi;;Kanigoro;Saptosari;Vertikal;Visited;;445928;9104248;BCRA;Ground Water Resource 82-83
217;Kapul;;Jetis;Paliyan;Vertikal;Visited;;444550;9112857;BCRA;Ground Water Resource 82-83
218;Cikal;;Girisekar;Panggang;Vertikal;Mapped;;441839;9113391;BCRA;Ground Water Resource 82-83
219;Gebang;;Girisuko;Panggang;Vertikal;Mapped;Hidrologi;436934;9115101;BCRA;Ground Water Resource 82-83
220;Pongkok;;;;Vertikal;Mapped;;458406;9113321;BCRA;Ground Water Resource 82-83
221;Song Jembul;;;;Vertikal;Mapped;;470880;9112439;BCRA;Ground Water Resource 82-83
222;Tritis;;;;Horisontal;Visited;;456785;9105754;BCRA;Ground Water Resource 82-83
